Attribute A,Attribute B,Class
1.0133075096786994,-40.31049227605361,0.0
1.018890382351652,35.921417982477976,0.0
0.9985080137776763,1.1287370421318392,0.0
0.9827258055674246,-29.414534598642415,0.0
1.0022082409262534,54.14652073777335,0.0
0.9877205181955492,20.182251621523584,0.0
1.0209278059586897,-125.29135256762967,0.0
0.9933774796486174,-7.68807693568799,0.0
1.00049697516275,-46.35261340266762,0.0
0.9922076794526434,67.93779359116259,0.0
1.0153820883624973,-53.873811498656906,0.0
0.9799407262228508,-133.75826061553497,0.0
0.9923552746740005,-37.67720402714967,0.0
1.0137060247626215,-57.40310825495997,0.0
1.0145457555769468,-65.94834141093676,0.0
0.9860122449938666,-36.9513700790011,0.0
1.010007254977809,25.94788974967898,0.0
1.0170492873573815,-23.356782888223513,0.0
1.0108036196540948,53.73456152182386,0.0
0.4987929975689062,-39.33853066117627,1.0
0.5153849753895346,-69.31280379270231,1.0
0.5212962505185699,57.2907271948681,1.0
0.49818272173669753,29.197631953400414,1.0
0.47972574924426176,-39.3814193605799,1.0
0.48056216258850215,-20.848294322880122,1.0
0.49766888562120765,86.6181600424378,1.0
0.5010260396969967,-94.12491023589475,1.0
0.4919970100885208,14.021754472629272,1.0
0.508096819856061,-63.35235172360174,1.0
0.4854595566522333,59.926185441161806,1.0
0.4940505511301177,-98.98924687164451,1.0
0.4756867925422538,-41.87779588146942,1.0
0.5046205304403409,-21.654507155394697,1.0
0.5242482132040124,-76.86951823288798,1.0
0.47722908549203763,-109.74359511258963,1.0
0.4935985940216619,-34.83955654349685,1.0
0.4904618605073242,-61.857782246278234,1.0
0.48063379057921946,-25.1772179031976,1.0
0.4922802801540621,-92.92888102750823,1.0
0.4896380530294479,-30.37482478282667,1.0
0.4838392988022848,61.6347497408413,1.0
0.47991914276703274,-56.02142331243787,1.0
0.48170610723068497,-18.6300029393574,1.0
0.48060285793154284,0.3057992962035817,1.0
0.018344746693557925,-85.28147459192613,2.0
0.0016001872439771637,-94.03628333041856,2.0
-0.008876434991930554,-33.91031286569599,2.0
-0.007657801173499169,18.8124954437225,2.0
-0.0027029201473705577,19.52118186907656,2.0
0.00521115187036656,-53.50312820538291,2.0
-0.018950551812719735,-51.733078321580436,2.0
0.02479914479648033,44.684268689253486,2.0
0.006467381288535402,-16.85864049734187,2.0
0.005713587210143928,-129.51009933144576,2.0
-0.01157082372050084,-43.873506745894915,2.0
0.013567775826165036,26.387960693488523,2.0
-0.00366782836430008,-37.50717953764895,2.0
0.01415643124933788,-14.593484438491304,2.0
0.020316667424811516,13.620713785062984,2.0
0.018622377545538506,-42.81310761184882,2.0
-0.016585921091751315,-54.11576847349677,2.0
-0.00084570190621312,-14.148647344451348,2.0
0.01002264616556225,-2.1135038821025955,2.0
0.01258024028636879,-92.00553330497426,2.0
0.010640413645475534,-84.31834411152272,2.0
0.016812917979428157,-34.672119373205454,2.0
-0.0002759089509146162,-9.993413677492843,2.0
0.015391341142518,-12.645753684935265,2.0
0.011500189856478321,2.314883933293239,2.0
-0.013618260428414198,11.423399493610937,2.0
0.0015750098370066745,-57.412485961921234,2.0
-0.5204822328946253,53.39263311432181,3.0
-0.49408852369537815,-43.6946531347876,3.0
-0.5196476427993183,-0.1723245721616926,3.0
-0.49479601803989703,-76.5947876806603,3.0
-0.4971035481987102,-92.09700040830538,3.0
-0.5106817532307584,-20.623156092228914,3.0
-0.476560820639659,39.21927235833266,3.0
-0.48211104370761804,12.789970672696787,3.0
-0.4767001209452023,-57.71757473224585,3.0
-0.5235572629333215,-53.80576463432894,3.0
-0.49256375837507255,-93.29675797762411,3.0
-0.5023424751002593,-55.27653605867231,3.0
-0.48257235157714456,-2.3954406385968556,3.0
-0.5162169194078595,-89.84161573308016,3.0
-0.5091956755334046,-34.971899563869606,3.0
-0.49085588579335426,-29.54236119087075,3.0
-0.4821489133030797,-24.987909154857313,3.0
-0.48781645782173066,-50.36413854093054,3.0
-0.5051042566175015,-37.895066175978094,3.0
-0.5189179982209301,-58.04035448566744,3.0
-0.4928552015686384,-64.28554655408934,3.0
-0.5106183189452995,34.790339583591624,3.0
-0.5047541911844176,-4.741346627337906,3.0
-0.513002008631717,-7.729864077767976,3.0
-0.5162341714700466,8.303773358588906,3.0
-0.49038037808071744,-99.33776464503126,3.0
-0.4994161746100013,-9.40845768809551,3.0
-0.5154526513329898,-87.99470596061602,3.0
-0.5083607152803941,-36.32711267232529,3.0
0.9950145457701536,21.92809183440471,0.0
0.984855621731824,-52.06515699929085,0.0
0.9955856536013145,4.742824367632782,0.0
1.0230350788091354,22.435391534064603,0.0
1.0219956656453322,-39.012408162344,0.0
1.0075601868743487,-33.50381251223383,0.0
0.9836006694857267,-37.898621924625125,0.0
0.9822101853760256,4.950691891512404,0.0
0.9863737169986379,-111.16855478814443,0.0
1.011891414830045,-122.65840212820788,0.0
0.9851083395911049,-19.696650931029293,0.0
1.0247903707508934,-42.342715936450816,0.0
1.0230546286281856,-37.0514636369174,0.0
0.997843158307977,-86.28888150632537,0.0
0.9945215632783266,-85.1795690217647,0.0
1.0236987040923466,6.043643707913688,0.0
1.021955514398563,-45.7057260270242,0.0
1.0228833027186937,18.484159714852726,0.0
1.015245861484292,-111.12887580272944,0.0
0.9889418593325728,-8.361249066162863,0.0
1.0096544208483962,-50.77562805343533,0.0
1.0014048680057754,28.61999104055112,0.0
0.9989188667135918,12.413043683441765,0.0
1.0225257399800376,-71.92575084763699,0.0
1.0192366552098964,-15.278052350756015,0.0
0.9997242208586179,-16.025508134826076,0.0
0.9813956227089347,-60.871551065427994,0.0
0.9946192031738516,-55.140262262628625,0.0
0.9793991874246288,-12.720069349592247,0.0
0.9868808531241919,-22.05603093436678,0.0
1.0045318372383996,-105.19925807438099,0.0
0.47670209147360215,31.2320761122023,1.0
0.49385909123573296,63.93150057294083,1.0
0.4917290274338701,-65.46720406650667,1.0
0.4952778995206184,-7.66837602633168,1.0
0.5131467859875803,-29.497000632216125,1.0
0.5090523710702975,-64.43009952967994,1.0
0.5010338968111088,37.13237866599126,1.0
0.4981073724565977,79.28620220327437,1.0
0.5222080242204759,-62.74848275702193,1.0
0.48299157948912486,-35.345971254782924,1.0
0.4845879738600803,-100.63853330533959,1.0
0.49544608294890424,10.02791658250282,1.0
0.5007472474991406,-21.54991546665738,1.0
0.5010646242789808,-86.95447225911279,1.0
0.5092725962861696,-52.04393214521609,1.0
0.47706166870421224,-109.68054619700708,1.0
0.48803798190798897,-31.26422590739757,1.0
0.4782592849949383,12.04780783101012,1.0
0.49700291366937005,-51.48301172461436,1.0
0.4969620106803455,-125.21406046641933,1.0
0.48869889272779676,-39.32034974121484,1.0
0.5103887503802365,-8.775314760768289,1.0
0.5148553003374858,-2.9029171601430597,1.0
0.5137071677094978,-55.54742739904405,1.0
0.5058998488190665,-45.4040111680431,1.0
0.011008932545640837,-7.099088477329404,2.0
0.0031124256443158973,-43.17339656808934,2.0
0.024311732050002855,-70.6325168006513,2.0
-0.0011173270248362288,-86.22350098435405,2.0
-0.009285746756105684,-92.62311009870356,2.0
-0.009825697124054967,-13.013148892746155,2.0
-0.017206907105853493,16.892612180263967,2.0
0.01690334470078819,-2.7232255735391333,2.0
-0.0020105964868648188,-59.29620680136276,2.0
0.015366891607864959,-22.330269691934024,2.0
-0.007478644147687414,-49.20822259663982,2.0
0.007604395766759881,79.28531915568875,2.0
-0.0064527011907610345,-112.65387837294136,2.0
0.008421514016978849,-0.7392645125347255,2.0
-0.022246899693629776,-0.9612689397141874,2.0
-0.015625377203362333,2.833943116851418,2.0
-0.0013740880136903278,-69.07252985573481,2.0
-0.011279706896557197,-13.044556684360838,2.0
-0.000265109519241008,50.49892302342063,2.0
0.013734694869710845,-15.644236039855784,2.0
0.0034048008068764627,2.6090800623182706,2.0
-0.020033018567384216,-51.757234298963596,2.0
0.011133091589545108,-38.097554390510155,2.0
-0.5102283309401295,-42.60606091884881,3.0
-0.5085360428650837,-54.898328119224814,3.0
-0.5216419338024625,-32.31653114160173,3.0
-0.5011040267577652,-79.29206332766849,3.0
-0.48847393823301005,-61.372635206655644,3.0
-0.5102072316537339,-13.263828622426578,3.0
-0.48018399326119754,-78.18688663566856,3.0
-0.49611420630628894,77.74174981174184,3.0
-0.4967794882542409,-77.42320547866868,3.0
-0.49321840598335837,-38.52711541070855,3.0
-0.5115389922529638,-15.168685085306727,3.0
-0.5144283067263247,3.437989701102561,3.0
-0.47666760359932075,9.07104002571739,3.0
-0.5214113342286488,57.18365770368627,3.0
-0.5170921625802649,-5.199886417298858,3.0
-0.5077591104078182,-54.248504066536164,3.0
-0.483314534830335,21.225068383483407,3.0
-0.48143823695418164,-8.17765468646763,3.0
-0.5242671007006096,-5.748989595097349,3.0
-0.5180146735694916,-6.2582833423484985,3.0
-0.49015959178294866,-4.390760991018373,3.0
