x1,x2,y
0.9239829848037755,0.3756630969052872,1.0
0.2866808706023377,0.167145663631032,1.0
0.575814191241073,0.45136568958423373,0.0
0.6604641331307706,0.07062031664673563,1.0
0.15092433480347034,0.2580543336803022,1.0
0.9783570954728966,0.07797713669623196,1.0
0.9967324930736964,0.7218054504242919,1.0
0.06878299485305406,0.004448870540948335,1.0
0.08126868659866626,0.5113959822657456,1.0
0.5783989196696505,0.6052637734929672,0.0
0.7111677587015578,0.29349370602130886,1.0
0.9836674043365597,0.5529976529940054,1.0
0.54045360474932,0.39550906476899905,0.0
0.7984689410843361,0.5042007876195356,1.0
0.31063054367223375,0.8567331345488519,1.0
0.7532514617210203,0.864400925809654,1.0
0.01642472437628084,0.4675003939764617,1.0
0.3068861168541702,0.019594807055663854,1.0
0.6263712689579618,0.915156239714186,1.0
0.5138803876661895,0.9935529167342106,1.0
0.8168967213649594,0.08406020901377687,1.0
0.5030505592575575,0.6531455288663318,0.0
0.7687814680753867,0.1241642040587122,1.0
0.9951859271842801,0.817946758657797,1.0
0.07972895157659898,0.43944966149318065,1.0
0.46589737163835987,0.8127699993107546,1.0
0.20520356645243043,0.05477398008893719,1.0
0.5457116960244641,0.031501738810558955,1.0
0.45023806487180196,0.5072086632050236,0.0
0.7760385692678138,0.31547879678293245,1.0
0.6219285107116809,0.813754408169551,1.0
0.4628164214499554,0.08868563195245405,1.0
0.38106435673494266,0.3712029041849393,0.0
0.022060032157371623,0.5123604356558096,1.0
0.753758260661655,0.92775321846432,1.0
0.6394992973909183,0.6644713167303694,0.0
0.6034303822959516,0.5629773907940647,0.0
0.6404073101914473,0.5951799112828963,0.0
0.02710696277248381,0.7569200572554493,1.0
0.012959199581666914,0.5672298956367715,1.0
0.17832851937722338,0.9623583906785325,1.0
0.39754463944766605,0.4574491724343118,0.0
0.9024293283376984,0.6816835724965372,1.0
0.22491748604135064,0.32270957953339885,1.0
0.17281452275084364,0.8237808511463431,1.0
0.7326798549709992,0.1868470461679549,1.0
0.28235973761087574,0.3667054195483448,1.0
0.25795263571089155,0.3957326306611,1.0
0.710429788774185,0.03864294256856671,1.0
0.823295975810784,0.3210110207354029,1.0
0.8487242537779149,0.26728460683630595,1.0
0.370428735227485,0.3910807065344686,0.0
0.879829618859182,0.007006058542617155,1.0
0.8829259230037662,0.2682022544830245,1.0
0.22692331280812061,0.6678191700932734,1.0
0.3618143322773415,0.8097436529567883,1.0
0.5077360296018426,0.9806227339293775,1.0
0.9974717516901875,0.7403022046336823,1.0
